id,damage_class,damage_score,centroid_lat,centroid_lon,google_maps_url,not_official_ems,external_verdict,external_answer,external_yes_share,external_sources,official_gra_overlap_count,triage_status,source_url
hot_caraballeda_t65,visual_confirmed_gap,95,10.61729923024155,-66.85796734237455,"https://www.google.com/maps/search/?api=1&query=10.61729923024155,-66.85796734237455",True,accepted,Yes-damaged/destroyed,0.8571,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t66,visual_confirmed_gap,95,10.6174414205303,-66.85758322252448,"https://www.google.com/maps/search/?api=1&query=10.6174414205303,-66.85758322252448",True,accepted,Yes-damaged/destroyed,0.625,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t67,visual_confirmed_gap,95,10.61758360947925,-66.85719910467674,"https://www.google.com/maps/search/?api=1&query=10.61758360947925,-66.85719910467674",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t68,visual_confirmed_gap,95,10.61799098482545,-66.85717220546795,"https://www.google.com/maps/search/?api=1&query=10.61799098482545,-66.85717220546795",True,accepted,Yes-damaged/destroyed,0.875,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t69,visual_confirmed_gap,95,10.6174797933304,-66.85533233752784,"https://www.google.com/maps/search/?api=1&query=10.6174797933304,-66.85533233752784",True,accepted,Yes-damaged/destroyed,0.875,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t70,needs_human_review,65,10.617602795675399,-66.85607366045578,"https://www.google.com/maps/search/?api=1&query=10.617602795675399,-66.85607366045578",True,uncertain,Yes-damaged/destroyed,0.5,microsoft,0,needs_human_review,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t71,visual_confirmed_gap,95,10.61774498095715,-66.85568954995644,"https://www.google.com/maps/search/?api=1&query=10.61774498095715,-66.85568954995644",True,accepted,Yes-damaged/destroyed,0.75,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t72,visual_confirmed_gap,95,10.61772579708825,-66.85681498883139,"https://www.google.com/maps/search/?api=1&query=10.61772579708825,-66.85681498883139",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t73,visual_confirmed_gap,95,10.6178679833574,-66.85643087498843,"https://www.google.com/maps/search/?api=1&query=10.6178679833574,-66.85643087498843",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t74,visual_confirmed_gap,95,10.617887164898999,-66.85530544145958,"https://www.google.com/maps/search/?api=1&query=10.617887164898999,-66.85530544145958",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t75,visual_confirmed_gap,95,10.617764160579199,-66.85456412521907,"https://www.google.com/maps/search/?api=1&query=10.617764160579199,-66.85456412521907",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t76,visual_confirmed_gap,95,10.618029347501,-66.85492133496518,"https://www.google.com/maps/search/?api=1&query=10.618029347501,-66.85492133496518",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t77,visual_confirmed_gap,95,10.61817152876305,-66.85453723047328,"https://www.google.com/maps/search/?api=1&query=10.61817152876305,-66.85453723047328",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t78,visual_confirmed_gap,95,10.61829453412555,-66.85527854547414,"https://www.google.com/maps/search/?api=1&query=10.61829453412555,-66.85527854547414",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t79,visual_confirmed_gap,95,10.61827535531895,-66.8564039771021,"https://www.google.com/maps/search/?api=1&query=10.61827535531895,-66.8564039771021",True,accepted,Yes-damaged/destroyed,1.0,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t85,needs_human_review,65,10.6148087123675,-66.85288565617475,"https://www.google.com/maps/search/?api=1&query=10.6148087123675,-66.85288565617475",True,uncertain,No damage,0.25,microsoft,0,needs_human_review,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t89,needs_human_review,65,10.616276852807701,-66.85428759923474,"https://www.google.com/maps/search/?api=1&query=10.616276852807701,-66.85428759923474",True,uncertain,No damage,0.25,microsoft,0,needs_human_review,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t90,needs_human_review,65,10.6159461960276,-66.84981291954276,"https://www.google.com/maps/search/?api=1&query=10.6159461960276,-66.84981291954276",True,uncertain,No damage,0.375,microsoft,0,needs_human_review,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t93,needs_human_review,65,10.6174143116456,-66.85121482496481,"https://www.google.com/maps/search/?api=1&query=10.6174143116456,-66.85121482496481",True,uncertain,No damage,0.25,microsoft,0,needs_human_review,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t94,visual_confirmed_gap,95,10.6186363915799,-66.85113415783462,"https://www.google.com/maps/search/?api=1&query=10.6186363915799,-66.85113415783462",True,accepted,Yes-damaged/destroyed,0.875,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t95,visual_confirmed_gap,95,10.618371206884099,-66.85077696034585,"https://www.google.com/maps/search/?api=1&query=10.618371206884099,-66.85077696034585",True,accepted,Yes-damaged/destroyed,0.875,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t97,needs_human_review,65,10.61676092820515,-66.84975914583502,"https://www.google.com/maps/search/?api=1&query=10.61676092820515,-66.84975914583502",True,uncertain,Yes-damaged/destroyed,0.5,microsoft,0,needs_human_review,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
hot_caraballeda_t100,visual_confirmed_gap,95,10.616922266190699,-66.84824971504278,"https://www.google.com/maps/search/?api=1&query=10.616922266190699,-66.84824971504278",True,accepted,Yes-damaged/destroyed,0.8571,microsoft,0,visual_confirmed_gap,https://huggingface.co/datasets/hotosm/venezuela_eq_2026/resolve/main/caraballeda/damage_assessment/validated/validated_mapswipe/caraballeda_human_validated_damage_polygons.geojson
