old_id,new_id,old_index,new_index,old_damage_gra,new_damage_gra,old_damage_percent,new_damage_percent,old_geometry_hash,new_geometry_hash,iou,overlap_m2,centroid_distance_m,old_area_m2,new_area_m2,area_ratio,old_centroid_lat,old_centroid_lon,new_centroid_lat,new_centroid_lon,has_before_after_vlm,vlm_reuse_eligible,remap_action,notes
ems_00063,,63,,Damaged,,70,,f8c3e51e246dcf22c3c106877c5136f372e2e7c8e3fce784b86c3fea83d2e5fb,,,,,143491.337,,,10.600164764166712,-66.92566726408734,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00064,,64,,Possibly damaged,,35,,32d7221d19fd3ace62a63846afaf63a5928791eb68b37e3986f59f6d2382d9d7,,,,,2035.205,,,10.599811974516275,-66.9307271419363,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00065,,65,,Possibly damaged,,35,,b023fa81155fa4f38c601e47450a9c78d79ac0ae49fa9b01fe4097e34cd5fd13,,,,,1515.067,,,10.600004746050779,-66.93016402667755,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00066,aoi12_v2_00084,66,84,Possibly damaged,Possibly damaged,35,35,f95379d6191961db132cd90da8a2439c82269bd267d612bb71e02b482f377908,5f34fde75dacdd8545c9c1b258881f24f8d39725e291adc736ca2e5f5d3fc7c7,1.0,15722.872,0.0,15722.872,15722.872,1.0,10.5999727107162,-66.93429786752145,10.5999727107162,-66.93429786752145,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00067,,67,,Possibly damaged,,35,,53b0a66c46607efb2349489506b073992fdf7a74dd409f36084edd65b9eebf09,,,,,6785.857,,,10.600638733144542,-66.93165065371697,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00068,,68,,Damaged,,70,,522591a53f37d3f9423b5c3de3c1a8d1024ccfc8ced2174755fa078ae616ba75,,,,,4686.147,,,10.600783564380988,-66.93239440860886,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00069,,69,,Damaged,,70,,24dafcdf8f1dcd395da3d6da423423e8aa437b3f03c2f8ace3544313cf045c22,,,,,2493.902,,,10.601206489981736,-66.92734149476715,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00070,,70,,Possibly damaged,,35,,25cb933df808f0722bd23ac5ae15aba7690a0be87c099c98af490e7a77dee5be,,,,,5464.838,,,10.60139483754192,-66.93237538738559,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00071,aoi12_v2_00086,71,86,Possibly damaged,Possibly damaged,35,35,06df3fb5a7198e698a0c1a221a8a00fa6054be1fd4641a953aeedcf565558ca5,348941b1eb99f87eef3be663dd6b44b87cc03b2603b35a0200b44093e61743d0,1.0,125169.15,0.0,125169.15,125169.15,1.0,10.601810344119256,-66.91399539506662,10.601810344119256,-66.91399539506662,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00072,,72,,Possibly damaged,,35,,6f95ea06a43a31ad7fbc2940494fd9828de9afac994a1c13304321e16160af65,,,,,3048.456,,,10.601516556870939,-66.93187192800738,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00073,,73,,Possibly damaged,,35,,05e675ec0164b7cf5c50f61bb2370c1158fe5f9ff5d3ebc274c17cec6fecc9ec,,,,,21033.243,,,10.601485749453058,-66.92962872690171,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00074,aoi12_v2_00087,74,87,Damaged,Damaged,70,70,91e8887de80822827ed70277c10b0e311bb3b2db0672f9c019e2d1ac225338e4,8b6193bfa779fc99ee51591ebee2547f5d09490c2e6c27ce0ce48f2a207e26ed,1.0,7427.28,0.0,7427.28,7427.28,1.0,10.601736455870297,-66.93327391493932,10.601736455870297,-66.93327391493932,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00075,,75,,Possibly damaged,,35,,790d8bc1c7994002efb87be712b705f9685c398c83044ea7bfd28ac6d4e1df96,,,,,3246.862,,,10.602021829378753,-66.92545846958215,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00076,,76,,Possibly damaged,,35,,056b0b244d05fa4bb585eb84a9ead271a8f84b3d506f315fc492dc5ac082c6cc,,,,,4801.273,,,10.60224777774011,-66.92383750107379,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00077,aoi12_v2_00089,77,89,Damaged,Damaged,70,70,6adfbb2073f4fbdbc60a535e2b41213887a93d96d3ac4efa4ac0ccdfa90444cb,76ea4b75db5751a4dc49df63a47279b4b08ce7c55e579df7c8794f7032b2debf,1.0,6906.095,0.0,6906.095,6906.095,1.0,10.602165484622827,-66.9323755471992,10.602165484622827,-66.9323755471992,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00078,aoi12_v2_00090,78,90,Damaged,Damaged,70,70,932b1243272ede60ae3fc33a8c5d97f9fe17e1f7846ae5f8e8f842583ff9b5d4,f7e7f2bd781f6f685763690bc07bf507f51cb49ee804f46da6929ebdf29e05fc,1.0,19298.467,0.0,19298.467,19298.467,1.0,10.602823975144217,-66.92175478057533,10.602823975144217,-66.92175478057533,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00079,,79,,Possibly damaged,,35,,5fbe198c1b8466fc9d92c77c0ff38236ecc6a021461b59f99a6d1e9c8328d07e,,,,,6754.299,,,10.603536711086603,-66.91866067261888,,,True,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00080,aoi12_v2_00091,80,91,Damaged,Damaged,70,70,830f3a843875714cddcb92f9b9f942d1ac29d7a2e65033b8bd4a9e44fd82bbd8,41192d4c78e5a2396fd0982a7f4ce51e9775cb83ce4a0fe740c59e9f18e9d3a3,1.0,11206.54,0.0,11206.54,11206.54,1.0,10.604684444459158,-66.9010316290225,10.604684444459158,-66.9010316290225,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00081,aoi12_v2_00103,81,103,Possibly damaged,Possibly damaged,35,35,2dacdb11470435e2771753da2c4bea3aee5aca7e2638c5a41e7f40f8fa4ac847,2dacdb11470435e2771753da2c4bea3aee5aca7e2638c5a41e7f40f8fa4ac847,1.0,91290.166,0.0,91290.166,91290.166,1.0,10.60753484030374,-66.84339116332623,10.60753484030374,-66.84339116332623,True,True,reuse,Exact geometry and same official damage class.
ems_00082,aoi12_v2_00104,82,104,Damaged,Damaged,70,70,05171c96efeeda360ea31f99aa09a7cbcafe0d45b0e1a900bb722b9b5992fee6,e93a26dd7f0694c8ad5ee8c07a79ea038312e66273968857ad322f8f8866d6aa,1.0,28145.075,0.0,28145.075,28145.075,1.0,10.610238906150292,-66.84129322497843,10.610238906150292,-66.84129322497843,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00083,aoi12_v2_00106,83,106,Damaged,Damaged,70,70,228d97cfbe5f78d7d90ae4bade2d57ba16ab7d84ee5205cff4c0270ce2698e53,148a5ac6418725364e81ce33e3da6d957fc45163d62bf57beff8ac74d029e00e,1.0,29739.175,0.0,29739.175,29739.175,1.0,10.610338217841425,-66.82450565892661,10.610338217841425,-66.82450565892661,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00084,aoi12_v2_00108,84,108,Damaged,Damaged,70,70,bb1ec283fa26b27f3b4e0e1f04b64c1a374aba265b013d9c0eb01055ba420da0,70377df913de2cf4fff12a1be6b163c288bad58234c377a8f7362774ea0c360e,1.0,27716.524,0.0,27716.524,27716.524,1.0,10.611072170380686,-66.84663507460623,10.611072170380686,-66.84663507460623,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00085,aoi12_v2_00109,85,109,Damaged,Damaged,70,70,ef2cf8dbc90a8b145e187a9aef397ba1eef47f347e40244bbe2b2b6f98f01337,b4f61a71c06f32f7011a989f32c508c8c81447cae2aad8057c589391ecff9ca3,1.0,24247.364,0.0,24247.364,24247.364,1.0,10.610873929497677,-66.836590274128,10.610873929497677,-66.836590274128,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00086,aoi12_v2_00111,86,111,Damaged,Damaged,70,70,18e762c5a9ec9bf93f762f3613e49463d867d01dc0f5e5b168c655af9fad7d70,9098b66546e40c541834d688f852d818949bdab6004030c1fc38ea5ea1c74988,1.0,12166.684,0.0,12166.684,12166.684,1.0,10.611341129045364,-66.83192910480872,10.611341129045364,-66.83192910480872,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00087,aoi12_v2_00112,87,112,Damaged,Damaged,70,70,b8348597ba5750ef51f88db4c24c0be973927fbd9bd20db8fc46c27bee5b6756,d77b4263429b45eaf95fa938f2368cd122381fbcc105828290cbde4b1e4115a9,1.0,109544.903,0.0,109544.903,109544.903,1.0,10.611931074400216,-66.82746577516336,10.611931074400216,-66.82746577516336,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00088,aoi12_v2_00123,88,123,Damaged,Damaged,70,70,373a467d0291fd477d1986196e229a86a416775af41a4c8a9276d82983104e7c,14f57322079619e67001185474f5e995426bbab0fa5baf4f84c8d586e92193fd,1.0,28434.711,0.0,28434.711,28434.711,1.0,10.611522810891184,-66.82251578480198,10.611522810891184,-66.82251578480198,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00089,aoi12_v2_00124,89,124,Damaged,Damaged,70,70,eb6609ae882eb71865f369f6d9415caa78c08f8cdfc2b0aa9fda2176ba2bcdaa,e9d9f491d24561b33136fffa085e676aa816591277a1213c95102304cdde8b6d,1.0,23280.367,0.0,23280.367,23280.367,1.0,10.611946934682923,-66.82983609095002,10.611946934682923,-66.82983609095002,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00090,aoi12_v2_00125,90,125,Damaged,Damaged,70,70,95b62b064b3eb73b894ac1e776187c4f68beb55fb2b0993c1df086dc354bf482,9b5e3f582046607948e3ca023ed9c1518a3a281dbcae37573e776de34fb223bf,1.0,15803.351,0.0,15803.351,15803.351,1.0,10.61204892952918,-66.82741409056473,10.61204892952918,-66.82741409056473,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00091,aoi12_v2_00093,91,93,Possibly damaged,Damaged,35,70,0e4dc41415b3a936ecd37979791786f9e2ba0583115cd280bda5bbe81f890e4c,d204ada625d8cc2474d3f09ac6d873354bd252f635bc3d4f795539b2f6661045,1.0,2605.366,0.0,2605.366,2605.366,1.0,10.604913015101213,-66.8959212629346,10.604913015101213,-66.8959212629346,False,True,reuse_geometry_update_official_attrs,Geometry drift is minor but official damage class changed in v2.
ems_00092,aoi12_v2_00094,92,94,Destroyed,Destroyed,100,100,08f0120437c3b34d1a4b4e6550312884acaf560ac48da6608e30d9b3c242765f,0ee1196a44f0083351caefe30ec9a54c1f2b6cb56b7236f6e68446b571770973,1.0,2046.65,0.0,2046.65,2046.65,1.0,10.60504621635783,-66.8973975704313,10.60504621635783,-66.8973975704313,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00093,aoi12_v2_00095,93,95,Destroyed,Destroyed,100,100,5015a28d7d3db15b883137c952a2c1fc7a4a01fb4259ea7d0c8a465a55d34070,dd38cb33783ed16c0bcc28fdece481b2473f628bf2ddab2d347776f67fb33627,1.0,4333.477,0.0,4333.477,4333.477,1.0,10.6050820674709,-66.8985427556099,10.6050820674709,-66.8985427556099,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00094,aoi12_v2_00096,94,96,Damaged,Damaged,70,70,634c33673ae102d716993b7319d8c6080042dec2a7f02e953729b80d6f180e0a,265119f36ca44de5dfd5b0a67b8fc04b9b109273b2ee21e723dbfcf990e05028,1.0,17260.744,0.0,17260.744,17260.744,1.0,10.605328062873296,-66.89968628273998,10.605328062873296,-66.89968628273998,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00095,aoi12_v2_00098,95,98,Damaged,Damaged,70,70,ea417c5eada9e0c7b2df8a4f928ba3bcd6ac2fc196e437afebe5a4c5e691de13,38feee37d02cd7eaa043315b058f9b8991ccab2c9c9761cd3ff1862559273a52,1.0,66854.498,0.0,66854.498,66854.498,1.0,10.606705833275953,-66.89086671121363,10.606705833275953,-66.89086671121363,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00096,aoi12_v2_00099,96,99,Possibly damaged,Damaged,35,70,64318e73648f7d71b41bedac5549016d8d2705e99abf3bb4a1df2cc32d45094c,94820df713e2cd114ba38e75234d9bad8c986aae2590e199a24842af39ec6161,1.0,13898.614,0.0,13898.614,13898.614,1.0,10.606807109155923,-66.8918957838785,10.606807109155923,-66.8918957838785,False,True,reuse_geometry_update_official_attrs,Geometry drift is minor but official damage class changed in v2.
ems_00097,aoi12_v2_00101,97,101,Damaged,Damaged,70,70,6da5920ff67e81d1d2611d891040bf2778e1e643680bc5bd49974bbc4e629946,b3ba6b3aabe57806cea493e323b7aa8c6d7892035b06851f976a9afe4847d897,1.0,118124.48,0.0,118124.48,118124.48,1.0,10.609568889521594,-66.88827810501459,10.609568889521594,-66.88827810501459,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00098,,98,,Possibly damaged,,35,,823e8e31f5579d68efa0cb2e545aa53606e119852af0c4616a5984f61fbbbe26,,,,,47073.043,,,10.610154862483217,-66.88394690517582,,,False,False,retire_or_manual_locate,No v2 overlap found for old feature.
ems_00099,aoi12_v2_00133,99,133,Destroyed,Destroyed,100,100,99cd8f41f3914bdbbb5c18fe9df99d777e247eed0f481f16dcd93a2d36ce370d,1ce8bf2bebc762b59819424cd9a9da190c909a9845e34634f9769842740abc20,1.0,23126.275,0.0,23126.275,23126.275,1.0,10.611175958704635,-66.88480271623085,10.611175958704635,-66.88480271623085,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00100,aoi12_v2_00139,100,139,Damaged,Damaged,70,70,f49a67d85fcf805315e20058d4c6a0c8355697e7dd5db40c636b3fd83fed6ebb,25cfce9342f99beb7443257cc9bade2893d3b099fbe690f20882cb4d63ec4d01,1.0,36321.012,0.0,36321.012,36321.012,1.0,10.615756353082826,-66.85936953165867,10.615756353082826,-66.85936953165867,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00101,aoi12_v2_00126,101,126,Damaged,Damaged,70,70,3f79a4d0c2c75aed4851a7af8f5c0cefb9845d7923a179505ced22b450f66a84,5b88f5f7728fa4fdc7dce9b8de7f32eefac09ab2aef34d2e9c8729a8371fb71b,1.0,70565.959,0.0,70565.959,70565.959,1.0,10.611752934460652,-66.82081809668193,10.611752934460652,-66.82081809668193,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00102,aoi12_v2_00127,102,127,Damaged,Damaged,70,70,66747f2aa053ebb082fd502dd050a539ec29fbd15e907fae5153159bc79de617,ae1ac0e2e12fdf175abafc4fa290a86551026f5ee1130331db56b0ca5e48aaad,1.0,28186.24,0.0,28186.24,28186.24,1.0,10.612086092730808,-66.84463930472178,10.612086092730808,-66.84463930472178,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00103,aoi12_v2_00129,103,129,Damaged,Damaged,70,70,3212c15adee87f1f3067f1769862fad684a873020ccc0edba09ac371504ffbc2,391a3058fb1db21aca4c142afecb4b19fd8161cc185e46d853e06eadb7ccd629,1.0,15173.008,0.0,15173.008,15173.008,1.0,10.612471339814862,-66.8247121149739,10.612471339814862,-66.8247121149739,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00104,aoi12_v2_00130,104,130,Damaged,Damaged,70,70,d88286054d2a7626d70fffa29f9db9f7755917c96e235d41d38c6baceb8c104f,b4780bab725a8339981502330fef2e1cff845e03f07694d987697d542fa9c424,1.0,44014.455,0.0,44014.455,44014.455,1.0,10.613153453931579,-66.83929375981296,10.613153453931579,-66.83929375981296,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00105,aoi12_v2_00131,105,131,Damaged,Damaged,70,70,9d8ca9782145e89d781efd84e309cf2b98a28550af1097201d9c0dac70241be1,9cc0cfa378efe5fe8b1f08c73aeaff21c67b59bb110d88b1930a6ca732cac9f0,1.0,1320.65,0.0,1320.65,1320.65,1.0,10.61320224898462,-66.83778372032357,10.61320224898462,-66.83778372032357,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00106,aoi12_v2_00132,106,132,Damaged,Damaged,70,70,d6f40f17afe27afe374bd14136517b7edbce909a5265c896cce114377bdabb59,d8ab29035c14d8780cca3a6dfe693f7d479764d455a1e11735a18c91605c5b8e,1.0,7859.194,0.0,7859.194,7859.194,1.0,10.613369067886858,-66.836515054462,10.613369067886858,-66.836515054462,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00107,aoi12_v2_00143,107,143,Destroyed,Destroyed,100,100,877d9ec584fac5a6b4fd7c76afc1d4c034e55523bf41b79198df60dd09e87f1c,f3972bd9d5055483d6f10d15c2eb21d4348c25fd3ef2f3b32eddfb18df3cc318,1.0,22031.813,0.0,22031.813,22031.813,1.0,10.614566561207365,-66.8391916084979,10.614566561207365,-66.8391916084979,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00108,aoi12_v2_00145,108,145,Damaged,Damaged,70,70,501bf3c8f9a7e9eb9fd6c384e04e63e9d70f571be1f64ce23c83833849e94d52,e9ca6b6c1e7cc58c823e04f04da7e60aa05535b095ab23ff1c7837e7df6cecff,1.0,24446.214,0.0,24446.214,24446.214,1.0,10.615122643995052,-66.8379120356225,10.615122643995052,-66.8379120356225,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00109,aoi12_v2_00146,109,146,Destroyed,Destroyed,100,100,952b95485b8ef00610da7844d21d0aeb5bb9c315f28c5f1b1c896088cb626d5e,8ec9221d619449cdfe70ce441fcbff476db5e1c99ce1a7920258094bd31482a0,1.0,21527.495,0.0,21527.495,21527.495,1.0,10.615147633211517,-66.8402945268038,10.615147633211517,-66.8402945268038,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00110,aoi12_v2_00147,110,147,Damaged,Damaged,70,70,feaae74a688757d188bb46968f8d6b394b9628f9047eb5a6fea3aa34857be3cd,55b4d1b6bbce3865229985aef053719b00d252f5a4d713010371ba73f6fe2925,1.0,53160.107,0.0,53160.107,53160.107,1.0,10.615605261347316,-66.83762884609284,10.615605261347316,-66.83762884609284,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00111,aoi12_v2_00153,111,153,Damaged,Damaged,70,70,0474ac1a36e63657dced43a28980e810957b83179a1877001391a00f0f4a3cd7,3a8937c116c1057e3b52909ec42c91a9c2484eee4ee4dfde1e71137bd796c5d8,1.0,44935.488,0.0,44935.488,44935.488,1.0,10.616556841013422,-66.84726156971138,10.616556841013422,-66.84726156971138,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00112,aoi12_v2_00149,112,149,Damaged,Damaged,70,70,6ff6ee6dfc9d00cbb1477f8568fb184eb0dee9f13af4e3394f2ef746857b64c1,43964faa73239ecd43123104d62615347e481dcd5deed13036c73531597abe95,1.0,19763.719,0.0,19763.719,19763.719,1.0,10.616330705973446,-66.84294032283782,10.616330705973446,-66.84294032283782,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00113,aoi12_v2_00150,113,150,Damaged,Damaged,70,70,a7a3d5cdad06e508543fcdb414359c48f3e8d8378858aa4e69671220796435af,6384d00f768afd839294ec80b28a280d7e187b902adcedacd1776ed8d26626c8,1.0,26966.904,0.0,26966.904,26966.904,1.0,10.617483101553178,-66.84482061225688,10.617483101553178,-66.84482061225688,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00114,aoi12_v2_00151,114,151,Damaged,Damaged,70,70,5148b588377da578d795fe330d3b477bffa582bcf7e11edd0a4190967409225e,022fe20f6cb4380b81a81f7310e922b3d6f71a3ad656346d45b93cdab59ea130,1.0,14766.1,0.0,14766.1,14766.1,1.0,10.617556148018293,-66.84628099678346,10.617556148018293,-66.84628099678346,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00115,aoi12_v2_00161,115,161,Destroyed,Destroyed,100,100,bdf5baabcd35ebbc756a1a9b1401d90904456fcba6008fbcd83089816eaf69de,299db38559a095be66be6687d75d93defcb78dbe3fed2a1142a063309ac02a3c,1.0,69505.932,0.0,69505.932,69505.932,1.0,10.617825781361077,-66.85539542459189,10.617825781361077,-66.85539542459189,False,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00116,aoi12_v2_00163,116,163,Destroyed,Destroyed,100,100,d991da9612283066bb44c86522fdfeaa64bd7fbd2953dee69e9a401e18087093,a264ce0e81bee8432b686b830c452bb207924b1b3c9313a03575bf959d332a96,1.0,2431.33,0.0,2431.33,2431.33,1.0,10.618056218146725,-66.8478921869123,10.618056218146725,-66.8478921869123,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00117,aoi12_v2_00152,117,152,Possibly damaged,Damaged,35,70,a36031a3ea40c6b74f7e5798bf91ffba224c1067068da37f4a54d0dee07a2f86,80b41b290e647d0b7a9364f81e29b74a5a92331080cd79ff05f8b476ef41e162,1.0,201990.511,0.0,201990.511,201990.511,1.0,10.618351357383915,-66.84431585143096,10.618351357383915,-66.84431585143096,True,True,reuse_geometry_update_official_attrs,Geometry drift is minor but official damage class changed in v2.
ems_00118,aoi12_v2_00164,118,164,Destroyed,Destroyed,100,100,a632a3f26c1ff05979f34c21094d6dc4889f090516d28f82ef6cc4b341140ec1,210d648bf93559f77b32cbde056f47534f4cbb8e1d605ea31f291d758b332cf2,1.0,16034.512,0.0,16034.512,16034.512,1.0,10.618561257777795,-66.85123028388892,10.618561257777795,-66.85123028388892,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00119,aoi12_v2_00165,119,165,Destroyed,Destroyed,100,100,6201f3e74e348924395b775aa71c653b5c3d179957b99069971ada323ca33653,f99a91f6c6cc6e13d08e38a409e347c958291f077d80bc0da99700bea116cc60,1.0,18478.629,0.0,18478.629,18478.629,1.0,10.618602522731901,-66.84914829684239,10.618602522731901,-66.84914829684239,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
ems_00120,aoi12_v2_00166,120,166,Damaged,Damaged,70,70,b75ca389893681afe67bbddd34604fe90b78929ff3900e90e69b243ba5333f98,2b8b84c7fa8676a3f69dda5c6a4b4078773d2d90dbce2ec1171713090c938418,1.0,10719.99,0.0,10719.99,10719.99,1.0,10.618923647380038,-66.8473439089033,10.618923647380038,-66.8473439089033,True,True,reuse_geometry_minor_change,Geometry drift is below reuse threshold.
,aoi12_v2_00002,,2,,Damaged,,70,,6be9d04e3fe2e239a0e9b7d57dcd94c826a7fe39b2f01f807b4defe23e224b4c,,,,,124430.501,,,,10.58756106380209,-67.07927806449383,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00004,,4,,Possibly damaged,,35,,dc48a95c4a2c8f2c12faf572ac39f640c5be1cae3d01a18754dbbbef726b8cf0,,,,,51255.197,,,,10.599149425535028,-67.04053501164304,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00005,,5,,Damaged,,70,,9d76c231fa4a53cf27e030d7e46bb25cc670950193eb9f27d6449516664c49c2,,,,,3437.345,,,,10.601591375148365,-67.03255802565839,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00007,,7,,Damaged,,70,,0bdcb916341a6d51e1a9e2ff9bf0708edc6a909a8a6196098be885a3bd47e955,,,,,119568.494,,,,10.602090129337043,-67.03463835851294,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00011,,11,,Damaged,,70,,df64a24694baae1494ace8125a092f3b39dbf37a558242aed75918d91d2fe452,,,,,174233.268,,,,10.597511992765241,-67.01963527600627,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00012,,12,,Damaged,,70,,2a61f7baa148ff8ee63e1962b8ef34974600f92195526e80d38acb9cd5b83581,,,,,9414.182,,,,10.60044945836841,-67.02497946521025,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00013,,13,,Damaged,,70,,96dd3ce0487432e3acc79c01c568e0515ce02d7cd005626a17cae9fa4404a287,,,,,36855.683,,,,10.601655592474721,-67.02632407278318,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00015,,15,,Damaged,,70,,573852acbf197d5ff132e1155e55279dfd440a20e2e52f7d8365a80d00dddbed,,,,,7236.766,,,,10.60282291455077,-67.02590750639742,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00016,,16,,Damaged,,70,,a3c38f62025cdc8b3502fb8b2f7b6edc2c599a674305ede5d67ad65a132dec47,,,,,146186.514,,,,10.603165097912703,-67.02305785105226,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00023,,23,,Damaged,,70,,2b8d40674fb2c7334937572ca9f841d5d2e82bdec88f5a4c6135bfbaecfab9b5,,,,,7682.7,,,,10.603700524556427,-67.02842877221087,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00024,,24,,Damaged,,70,,e81613bc6c76fe16ecaa8bfd281b903e0127b24f3284d8077f220e98c7982b2a,,,,,9834.459,,,,10.603904240608768,-67.03396751491805,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00029,,29,,Damaged,,70,,ab30c0bf914fa77207432fa0da96fce3335df8a25be47e7fd094c87e880e6b2d,,,,,7997.513,,,,10.604720247109265,-67.02995479701497,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00030,,30,,Damaged,,70,,9774ccfc6d879f055d2e7ece485d2e5096ba5944043cf63635cec4e7dfdf30b9,,,,,8468.315,,,,10.605183199858258,-67.03044558614846,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00031,,31,,Damaged,,70,,9d3b7f69d5302ab594c202cfd820e677b15cb8e2d8673b6d28c681ec93f658fb,,,,,6841.199,,,,10.60531996193978,-67.03594862800543,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00036,,36,,Possibly damaged,,35,,6691f5b53e8ee5aabb86b7e2bc88fbf447350a5959b72da754ee352d9fe34009,,,,,3341.67,,,,10.606007276726992,-67.03019369489215,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00046,,46,,Damaged,,70,,0f73712029ecda38a3169ea673c99be91dd33720c053e99f2f81f6f37fa31fef,,,,,13867.305,,,,10.607132590435826,-67.01732242256037,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00047,,47,,Damaged,,70,,7c91a7ec9500592ef1ffdb159eac691d6019bcfed3d588ef427c7c88bcb0c90e,,,,,18673.591,,,,10.607119103754371,-67.01999136508094,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00050,,50,,Damaged,,70,,c1ca6dae0f2386d8195727032aaac6485ce0fb017a40d9d536afb16b4269d235,,,,,13587.689,,,,10.60800238757405,-67.01724886297951,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00051,,51,,Possibly damaged,,35,,ce6a21daf71ae55322131c568e0a988accbf3ffa7ad8e72e86e7baa54c3f352b,,,,,3350.275,,,,10.607444553565989,-67.01452013420368,False,False,new_regenerate,New v2 feature has no matched v1 feature.
,aoi12_v2_00052,,52,,Damaged,,70,,30f59238631e10bcc35a03f86a7e0eb9ca786d52fb4336fe603235dbe08a8f19,,,,,14954.434,,,,10.607989563697778,-67.01425847390162,False,False,new_regenerate,New v2 feature has no matched v1 feature.
