source_layer,source_id,damaged_flag,max_damage_pct,damage_pct_0m,damage_pct_10m,damage_pct_20m,unknown_pct,lon,lat,google_maps
caraballeda_east,8733,1,1.0,1.0,0.7142654163114521,0.5416208287495416,0.0,-66.8371825,10.6105022,"https://www.google.com/maps/search/?api=1&query=10.6105022,-66.8371825"
caraballeda_east,8734,1,1.0,1.0,0.7529817266659372,0.43279656468062266,0.0,-66.8372427,10.6105856,"https://www.google.com/maps/search/?api=1&query=10.6105856,-66.8372427"
caraballeda_east,8935,1,1.0,1.0,0.5973464979944462,0.31096455070074197,0.0,-66.8227585,10.6114757,"https://www.google.com/maps/search/?api=1&query=10.6114757,-66.8227585"
caraballeda_east,8985,1,1.0,1.0,0.6281242110578137,0.30185397624246013,0.0,-66.823079,10.6118047,"https://www.google.com/maps/search/?api=1&query=10.6118047,-66.8230790"
caraballeda_east,8997,1,1.0,1.0,0.7121425222691046,0.5554446662231093,0.0,-66.82612,10.6118376,"https://www.google.com/maps/search/?api=1&query=10.6118376,-66.8261200"
caraballeda_east,8998,1,1.0,1.0,0.6281877985041002,0.38081893196325706,0.0,-66.8260055,10.6118565,"https://www.google.com/maps/search/?api=1&query=10.6118565,-66.8260055"
caraballeda_east,9000,1,1.0,1.0,0.9877001171417416,0.6600505689001265,0.0,-66.8261119,10.611897,"https://www.google.com/maps/search/?api=1&query=10.6118970,-66.8261119"
caraballeda_east,9016,1,1.0,1.0,0.6851725316023232,0.31391604706984366,0.0,-66.8246416,10.6120185,"https://www.google.com/maps/search/?api=1&query=10.6120185,-66.8246416"
caraballeda_east,9017,1,1.0,1.0,0.5670139502030725,0.32817910447761195,0.0,-66.8245931,10.6120466,"https://www.google.com/maps/search/?api=1&query=10.6120466,-66.8245931"
caraballeda_east,9023,1,1.0,1.0,0.9343951459992416,0.5577126501151142,0.0,-66.8261389,10.6119765,"https://www.google.com/maps/search/?api=1&query=10.6119765,-66.8261389"
caraballeda_east,9100,1,1.0,1.0,0.6693346673336669,0.40330759479082634,0.0,-66.8340319,10.6121668,"https://www.google.com/maps/search/?api=1&query=10.6121668,-66.8340319"
caraballeda_east,9114,1,1.0,1.0,0.540761982793937,0.4625699778674652,0.0,-66.8301264,10.6122319,"https://www.google.com/maps/search/?api=1&query=10.6122319,-66.8301264"
caraballeda_east,9116,1,1.0,1.0,0.8494470210488761,0.39538230884557723,0.0,-66.8339975,10.6122768,"https://www.google.com/maps/search/?api=1&query=10.6122768,-66.8339975"
caraballeda_east,9121,1,1.0,1.0,0.789236349377512,0.5079384415478946,0.0,-66.830112,10.6123637,"https://www.google.com/maps/search/?api=1&query=10.6123637,-66.8301120"
