id,source_id,damage_gra,damage_class,damage_percent,max_damage_pct,damage_pct_0m,damage_pct_10m,damage_pct_20m,unknown_pct,damaged,source_confidence,source_provider,centroid_lat,centroid_lon,google_maps_url
msft_caraballeda_00529,9940,Damaged,external-predicted-damaged,37.3,0.372881,0.372881,0.222452,0.12533,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6125098,-66.8327813,"https://www.google.com/maps/search/?api=1&query=10.6125098,-66.8327813"
msft_caraballeda_00530,9945,Damaged,external-predicted-damaged,33.2,0.332109,0.332109,0.129188,0.068521,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6125692,-66.8331997,"https://www.google.com/maps/search/?api=1&query=10.6125692,-66.8331997"
msft_caraballeda_00531,9955,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.610783,0.276996,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6123352,-66.8369832,"https://www.google.com/maps/search/?api=1&query=10.6123352,-66.8369832"
msft_caraballeda_00532,9956,Damaged,external-predicted-damaged,33.0,0.330479,0.30615,0.330479,0.317676,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6127329,-66.8382909,"https://www.google.com/maps/search/?api=1&query=10.6127329,-66.8382909"
msft_caraballeda_00533,9957,Damaged,external-predicted-damaged,68.8,0.68817,0.625,0.68817,0.642116,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6128484,-66.8380965,"https://www.google.com/maps/search/?api=1&query=10.6128484,-66.8380965"
msft_caraballeda_00534,9958,Damaged,external-predicted-damaged,96.9,0.969024,0.969024,0.782855,0.633083,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6129547,-66.8382085,"https://www.google.com/maps/search/?api=1&query=10.6129547,-66.8382085"
msft_caraballeda_00535,9959,Damaged,external-predicted-damaged,88.8,0.888215,0.888215,0.628939,0.456063,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6130975,-66.8376587,"https://www.google.com/maps/search/?api=1&query=10.6130975,-66.8376587"
msft_caraballeda_00536,9972,Damaged,external-predicted-damaged,64.5,0.64539,0.64539,0.09311,0.028686,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6128023,-66.8340616,"https://www.google.com/maps/search/?api=1&query=10.6128023,-66.8340616"
msft_caraballeda_00537,9975,Damaged,external-predicted-damaged,53.0,0.529915,0.529915,0.094146,0.028838,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6128149,-66.8340172,"https://www.google.com/maps/search/?api=1&query=10.6128149,-66.8340172"
msft_caraballeda_00538,9989,Damaged,external-predicted-damaged,100.0,1.0,1.0,0.619366,0.533933,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6129583,-66.8323431,"https://www.google.com/maps/search/?api=1&query=10.6129583,-66.8323431"
msft_caraballeda_00539,9991,Damaged,external-predicted-damaged,94.8,0.947929,0.947929,0.518789,0.348123,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6130063,-66.8321111,"https://www.google.com/maps/search/?api=1&query=10.6130063,-66.8321111"
msft_caraballeda_00540,9999,Damaged,external-predicted-damaged,92.4,0.923891,0.923891,0.60548,0.385455,0.0,1,external-model-prediction,Microsoft AI for Good Lab via HDX,10.6131703,-66.8323368,"https://www.google.com/maps/search/?api=1&query=10.6131703,-66.8323368"
