id,aoi,obj_type,name,info,simplified,damage_gra,damage_class,damage_percent,det_method,notation,or_src_id,dmg_src_id,centroid_lat,centroid_lon,google_maps_url
ems_00098,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building block,994,3,10.60993670233871,-66.88337617217742,"https://www.google.com/maps/search/?api=1&query=10.60993670233871,-66.88337617217742"
ems_00099,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Destroyed,destroyed,100,Photo-interpretation,Building block,994,3,10.6114613581203,-66.88505397142856,"https://www.google.com/maps/search/?api=1&query=10.6114613581203,-66.88505397142856"
ems_00100,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.61589862202381,-66.85931699654762,"https://www.google.com/maps/search/?api=1&query=10.61589862202381,-66.85931699654762"
ems_00101,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.611600084538559,-66.82008250418458,"https://www.google.com/maps/search/?api=1&query=10.611600084538559,-66.82008250418458"
ems_00102,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.612266756744186,-66.84482426534883,"https://www.google.com/maps/search/?api=1&query=10.612266756744186,-66.84482426534883"
ems_00103,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.61217474090909,-66.82466006727273,"https://www.google.com/maps/search/?api=1&query=10.61217474090909,-66.82466006727273"
ems_00104,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.61302710708,-66.83939433798001,"https://www.google.com/maps/search/?api=1&query=10.61302710708,-66.83939433798001"
ems_00105,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.6131557316,-66.8377313408,"https://www.google.com/maps/search/?api=1&query=10.6131557316,-66.8377313408"
ems_00106,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.613161233173077,-66.83640864298077,"https://www.google.com/maps/search/?api=1&query=10.613161233173077,-66.83640864298077"
ems_00107,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Destroyed,destroyed,100,Photo-interpretation,Building block,994,3,10.614425736818182,-66.83890919227272,"https://www.google.com/maps/search/?api=1&query=10.614425736818182,-66.83890919227272"
ems_00108,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.6148392825,-66.837810166,"https://www.google.com/maps/search/?api=1&query=10.6148392825,-66.837810166"
ems_00109,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Destroyed,destroyed,100,Photo-interpretation,Building block,994,3,10.615026033636363,-66.84042306454545,"https://www.google.com/maps/search/?api=1&query=10.615026033636363,-66.84042306454545"
ems_00110,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.615587603814435,-66.83705003910653,"https://www.google.com/maps/search/?api=1&query=10.615587603814435,-66.83705003910653"
ems_00111,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.616437820309278,-66.8473539613402,"https://www.google.com/maps/search/?api=1&query=10.616437820309278,-66.8473539613402"
ems_00112,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.616277492608695,-66.84273860652173,"https://www.google.com/maps/search/?api=1&query=10.616277492608695,-66.84273860652173"
ems_00113,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.617645295555556,-66.844938664,"https://www.google.com/maps/search/?api=1&query=10.617645295555556,-66.844938664"
ems_00114,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.61776499,-66.84627419818183,"https://www.google.com/maps/search/?api=1&query=10.61776499,-66.84627419818183"
ems_00115,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Destroyed,destroyed,100,Photo-interpretation,Building block,994,3,10.618373467805908,-66.85435146059072,"https://www.google.com/maps/search/?api=1&query=10.618373467805908,-66.85435146059072"
ems_00116,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Destroyed,destroyed,100,Photo-interpretation,Building block,994,3,10.617992012857142,-66.84787401999999,"https://www.google.com/maps/search/?api=1&query=10.617992012857142,-66.84787401999999"
ems_00117,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building block,994,3,10.619438562435898,-66.84675992099068,"https://www.google.com/maps/search/?api=1&query=10.619438562435898,-66.84675992099068"
ems_00118,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Destroyed,destroyed,100,Photo-interpretation,Building block,994,3,10.618575198243244,-66.85117064162162,"https://www.google.com/maps/search/?api=1&query=10.618575198243244,-66.85117064162162"
ems_00119,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Destroyed,destroyed,100,Photo-interpretation,Building block,994,3,10.61876540826087,-66.84911322956522,"https://www.google.com/maps/search/?api=1&query=10.61876540826087,-66.84911322956522"
ems_00120,EMSR884_AOI12_GRA_v1,11-Residential Buildings,997-Not Applicable,997-Not Applicable,Residential,Damaged,damaged,70,Photo-interpretation,Building block,994,3,10.6188720975,-66.84746697125,"https://www.google.com/maps/search/?api=1&query=10.6188720975,-66.84746697125"
